href,2021-01-01,2021-01-02
1046225,559.2,559.2
598058,89.99,89.99
1170454,134.5,134.5
543861,129.99,129.99
1119649,359.2,359.2
1127464,114.5,114.5
972923,199.99,199.99
909610,399.2,399.2
1139132,299.0,299.0
1111436,364.5,364.5
1194100,349.0,349.0
907371,174.5,174.5
924692,725.0,725.0
905430,399.2,399.2
1213848,99.5,99.5
915971,449.0,449.0
1141165,134.5,134.5
1104597,134.5,134.5
1138886,499.0,499.0
931880,1295.0,1295.0
1213843,99.5,99.5
1065586,399.2,399.2
1141056,134.5,134.5
1195612,489.0,489.0
1156112,134.5,134.5
1065590,279.2,279.2
905446,239.2,239.2
994404,449.0,449.0
1112082,144.5,144.5
1023374,143.2,143.2
1104581,134.5,134.5
1065589,319.1,319.1
1077619,549.0,549.0
972846,199.99,199.99
1133595,134.5,134.5
1111431,364.5,364.5
972895,199.99,199.99
833601,174.5,174.5
1113868,134.5,134.5
1212658,134.5,134.5
1104527,149.5,149.5
1069349,249.0,249.0
1015500,129.99,129.99
739060,99.0,99.0
1112091,134.5,134.5
600846,649.0,649.0
828980,349.0,349.0
1124437,134.5,134.5
1063429,279.2,279.2
1127468,134.5,134.5
905461,559.2,559.2
570017,239.2,239.2
1194101,399.0,399.0
1156073,134.5,134.5
1077516,299.99,299.99
1162993,89.95,89.95
692664,169.0,169.0
572701,199.5,199.5
1110381,499.5,499.5
1109324,249.0,249.0
1065591,479.2,479.2
1077537,199.99,199.99
1046172,239.2,239.2
1110379,324.5,324.5
973069,199.99,199.99
1046223,149.0,149.0
985172,399.0,399.0
924685,725.0,725.0
1141194,109.0,109.0
797428,99.99,99.99
1113840,314.5,314.5
1088659,429.0,429.0
1104561,99.5,99.5
1077496,199.99,199.99
1156506,899.0,899.0
1111419,499.5,499.5
1053944,122.5,122.5
905431,329.0,329.0
1103394,299.5,299.5
1105030,199.0,199.0
1156095,99.5,99.5
1111432,364.5,364.5
1112090,134.5,134.5
805579,129.0,129.0
1053933,138.0,138.0
1077506,199.99,199.99
1077498,199.99,199.99
928498,179.0,179.0
863648,149.0,149.0
1003122,262.15,262.15
1104562,134.5,134.5
1171993,289.0,289.0
1003525,349.0,349.0
1133594,84.5,84.5
1110376,299.5,299.5
1156512,679.0,679.0
817933,109.0,109.0
1077536,199.99,199.99
1056943,239.55,239.55
972712,99.0,99.0
1015305,89.99,89.99
809684,299.99,299.99
1077552,199.99,199.99
873196,400.0,400.0
1046178,199.0,199.0
1063420,107.7,107.7
1103392,400.95,400.95
894108,299.0,299.0
1083293,1290.0,1290.0
1124183,244.98,244.98
998571,79.99,79.99
1158065,199.0,199.0
1053938,101.45,101.45
877713,199.99,199.99
1147735,329.0,329.0
1188786,169.0,169.0
882689,174.5,174.5
928497,179.0,179.0
1056159,329.0,329.0
1083297,980.0,980.0
898786,109.0,109.0
959536,149.0,149.0
1077535,199.99,199.99
809677,199.99,199.99
1062069,389.0,389.0
1110382,539.4,539.4
1083292,1330.0,1330.0
998559,79.99,79.99
1110383,399.5,399.5
1015212,89.99,89.99
918349,124.5,124.5
964102,289.0,289.0
1083294,890.0,890.0
1135416,119.95,119.95
570007,149.0,149.0
1104790,65.0,65.0
408842,99.95,99.95
453313,99.95,99.95
408840,99.95,99.95
596658,69.95,69.95
1030352,95.0,95.0
1162446,90.0,90.0
1145088,109.95,109.95
788514,99.95,99.95
833764,90.0,90.0
488695,159.0,159.0
1126578,119.95,119.95
1092054,100.0,100.0
1145324,110.0,110.0
1117013,89.99,89.99
1145310,120.0,120.0
1126580,89.95,89.95
1102016,159.0,159.0
1199004,129.95,129.95
1030725,140.0,140.0
901878,119.0,119.0
488696,159.0,159.0
1145311,110.0,110.0
596663,59.95,59.95
1199024,149.95,149.95
1137397,169.95,169.95
408843,99.95,99.95
1160814,149.95,149.95
1121264,70.0,70.0
1152322,89.95,89.95
1199022,179.95,179.95
1101442,199.0,199.0
1131861,90.0,90.0
596659,69.95,69.95
603953,129.0,129.0
1104777,60.0,60.0
1030726,140.0,140.0
1030621,95.0,95.0
785355,60.0,60.0
1162445,100.0,100.0
586747,99.95,99.95
1175449,69.95,69.95
510508,99.95,99.95
1030350,80.0,80.0
1067904,89.99,89.99
1102112,179.0,179.0
1148092,149.0,149.0
1108049,79.95,79.95
1075716,179.95,179.95
1086483,149.95,149.95
1127994,99.95,99.95
596661,59.95,59.95
1103460,189.0,189.0
1127999,99.95,99.95
1127993,99.95,99.95
1116706,119.99,119.99
523367,100.0,100.0
1092059,110.0,110.0
881516,169.0,169.0
1175432,69.95,69.95
823947,109.95,109.95
816252,100.0,100.0
1092055,90.0,90.0
1137399,159.95,159.95
1075699,139.95,139.95
1092057,110.0,110.0
1100458,70.0,70.0
1100446,70.0,70.0
1199019,129.95,129.95
961342,139.95,139.95
1111451,120.0,120.0
1127971,109.95,109.95
1199006,129.95,129.95
1128009,99.95,99.95
1128004,119.95,119.95
992869,70.0,70.0
785356,60.0,60.0
1102028,159.0,159.0
998429,80.0,80.0
1110638,175.0,175.0
596662,59.95,59.95
1103489,189.0,189.0
1103490,189.0,189.0
788516,99.95,99.95
1108327,89.0,89.0
1117018,89.99,89.99
1067907,129.0,129.0
1130092,29.99,29.99
1134412,99.95,99.95
1121820,200.0,200.0
963455,60.5,60.5
996080,97.95,97.95
824989,179.0,179.0
1199017,129.95,129.95
1103401,189.0,189.0
1147786,89.5,89.5
1067857,55.0,55.0
1017035,67.95,67.95
1058141,80.0,80.0
989787,44.98,44.98
1109260,53.98,53.98
451621,89.95,89.95
1101443,249.0,249.0
1169056,79.0,79.0
1074317,65.95,65.95
1101159,119.0,119.0
1102012,79.5,79.5
1199021,179.95,179.95
1146239,29.95,29.95
1127963,109.95,109.95
1083171,119.95,119.95
1147787,74.5,74.5
824987,89.5,89.5
1106640,54.95,54.95
1011912,32.0,32.0
824390,90.0,90.0
1109293,59.98,59.98
1121794,100.0,100.0
1106583,100.0,100.0
1147785,67.05,67.05
1033475,99.95,99.95
1083526,50.0,50.0
1145309,100.0,100.0
1134413,119.95,119.95
1144177,150.0,150.0
1114897,29.99,29.99
1001012,69.95,69.95
1175424,79.95,79.95
961344,139.95,139.95
1023221,65.0,65.0
1116407,79.5,79.5
1146240,29.95,29.95
1116756,54.0,54.0
1146238,29.95,29.95
1131958,99.95,99.95
791449,100.0,100.0
1134606,45.0,45.0
1117015,79.99,79.99
833765,90.0,90.0
1175423,79.95,79.95
1102434,116.35,116.35
1032507,69.95,69.95
1102025,71.55,71.55
596660,69.95,69.95
1114899,15.0,15.0
1131864,90.0,90.0
1180789,69.99,69.99
1030728,140.0,140.0
1144176,150.0,150.0
1133468,80.0,80.0
1121242,70.0,70.0
1117918,79.0,79.0
1117017,89.99,89.99
1143676,79.0,79.0
1206466,69.0,69.0
1155252,109.95,109.95
1150143,54.98,54.98
1200269,69.95,69.95
1126581,119.95,119.95
1133197,89.0,89.0
1117014,89.99,89.99
1162429,80.0,80.0
1162622,79.0,79.0
1101787,89.98,89.98
1072209,44.0,44.0
1074312,65.95,65.95
1121247,70.0,70.0
1140363,29.99,29.99
1157145,99.99,99.99
1069615,65.95,65.95
1035751,32.0,32.0
1117021,99.99,99.99
1200152,69.95,69.95
1141387,29.99,29.99
1035750,41.99,41.99
1114375,60.0,60.0
1074313,71.45,71.45
1117053,49.45,49.45
1102026,79.5,79.5
995694,90.0,90.0
1110639,105.0,105.0
1003939,49.5,49.5
1114901,29.99,29.99
1175437,69.95,69.95
1138028,109.99,109.99
1121238,60.0,60.0
1001025,59.95,59.95
1147479,135.0,135.0
1115740,66.0,66.0
1058139,80.0,80.0
1156453,90.0,90.0
1101783,59.5,59.5
902438,65.97,65.97
1126956,190.0,190.0
1072596,59.98,59.98
1082012,119.5,119.5
1005162,27.95,27.95
1116406,64.5,64.5
1055399,129.95,129.95
1127990,129.95,129.95
1123587,54.95,54.95
1102425,179.4,179.4
1147387,79.0,79.0
756774,49.5,49.5
1141363,39.99,39.99
677044,100.0,100.0
1127442,94.5,94.5
1003926,44.0,44.0
1114898,39.99,39.99
1116757,65.99,65.99
1126579,69.98,69.98
1003949,44.0,44.0
1070993,29.98,29.98
1005072,41.2,41.2
1016934,99.99,99.99
991500,44.98,44.98
966831,75.0,75.0
1100406,52.5,52.5
1175419,89.95,89.95
1109259,59.98,59.98
1065577,99.98,99.98
1206960,99.95,99.95
1092071,110.0,110.0
1152323,89.95,89.95
1145582,199.0,199.0
1138735,20.0,20.0
1100448,75.0,75.0
1124420,69.99,69.99
1102409,129.35,129.35
603748,64.95,64.95
1107322,64.98,64.98
994038,65.95,65.95
1103493,199.0,199.0
1121795,100.0,-1.0
1189453,79.0,79.0
1100419,90.0,90.0
1200311,59.95,59.95
1011910,32.0,32.0
1107323,69.98,69.98
1128723,63.99,63.99
1130093,29.99,29.99
1124172,76.97,76.97
471532,78.0,78.0
1088307,55.99,55.99
1101852,39.0,39.0
1101858,35.1,35.1
1003970,60.0,60.0
1202324,209.0,209.0
1175435,59.95,59.95
996082,79.95,79.95
994406,180.0,180.0
1104782,38.5,38.5
1143691,69.0,69.0
1067859,44.0,44.0
1109304,49.98,49.98
1063761,63.6,63.6
1124425,69.99,69.99
1098449,80.0,80.0
1126958,115.0,115.0
832920,50.0,50.0
1148800,47.98,47.98
1114373,70.0,70.0
1127964,109.95,109.95
1099627,55.0,55.0
1126954,84.0,84.0
1123568,82.45,82.45
1066067,31.05,31.05
1009625,76.95,76.95
1124419,69.99,69.99
1073122,129.0,129.0
1124113,71.98,71.98
1111523,90.0,90.0
1143664,89.0,89.0
1001023,69.95,69.95
1117273,69.0,69.0
1083168,95.97,95.97
1147460,220.0,220.0
1143672,89.0,89.0
1074308,60.45,60.45
1139837,104.3,-1.0
1055046,299.0,299.0
1105473,94.5,94.5
1039123,18.0,18.0
1175433,59.95,59.95
1101854,35.1,35.1
1203484,199.0,199.0
1092068,120.0,120.0
1093147,31.45,31.45
1111039,69.95,69.95
1099629,49.5,49.5
1103491,189.0,189.0
902885,185.0,185.0
1074318,71.45,71.45
1131866,54.0,54.0
916590,169.95,169.95
1108174,289.0,289.0
609935,120.0,120.0
1072206,56.0,-1.0
1093130,25.95,25.95
1147450,140.0,140.0
1003945,44.0,44.0
1101161,149.0,149.0
1148224,239.99,239.99
788426,89.95,89.95
1111522,90.0,90.0
1118469,99.95,99.95
1162672,129.0,129.0
1074314,65.95,65.95
1111452,120.0,120.0
1006642,39.6,39.6
1199018,129.95,129.95
1122355,99.99,99.99
1120051,540.0,540.0
788513,99.95,99.95
1033910,89.95,89.95
1023204,65.0,65.0
1157154,109.99,109.99
1172555,300.0,300.0
1200326,49.95,49.95
1203949,44.95,44.95
1076455,119.95,119.95
1202325,209.0,209.0
1164825,60.0,-1.0
1156517,80.0,80.0
1122352,99.99,99.99
1206460,69.0,69.0
1112563,129.5,129.5
1103852,99.95,99.95
1104788,110.0,110.0
1006646,99.0,99.0
1179182,195.0,195.0
1076459,119.95,119.95
788424,89.95,89.95
1134410,119.95,119.95
1066751,99.95,99.95
1137054,90.0,90.0
1093134,15.95,15.95
1143588,79.95,79.95
1120039,470.0,470.0
1086622,139.95,139.95
1122354,99.99,99.99
1101845,39.0,39.0
1198502,229.0,229.0
1199005,129.95,129.95
1006640,44.5,44.5
1152789,119.95,119.95
1073550,44.98,44.98
1112564,149.5,149.5
1109170,80.0,80.0
1206475,109.95,109.95
1206841,99.95,99.95
1087660,65.0,65.0
1110592,69.99,69.99
1067912,129.0,129.0
1104807,44.0,44.0
1114376,70.0,70.0
1101861,39.0,39.0
1155875,79.95,79.95
1058531,59.95,59.95
834085,129.95,129.95
1128008,109.95,109.95
1058532,59.95,59.95
1073072,103.95,103.95
1199007,159.95,159.95
1146237,29.95,29.95
1023218,65.0,65.0
1117016,79.99,79.99
1122752,68.0,68.0
1098418,90.0,90.0
1033693,44.98,44.98
656827,99.0,99.0
1159912,89.95,89.95
714716,99.95,99.95
1198158,99.95,99.95
1158693,79.99,79.99
1169006,74.95,74.95
1104936,89.95,89.95
1140954,199.0,199.0
1202265,89.0,89.0
1159454,99.0,99.0
1141834,199.0,199.0
1159913,89.95,89.95
1105014,119.0,119.0
1145146,69.99,69.99
1032908,59.99,59.99
1105008,119.0,119.0
1141963,79.0,79.0
1131886,60.0,60.0
1140962,199.0,199.0
1104948,79.95,79.95
1156471,69.95,69.95
596946,79.99,79.99
1200754,49.95,49.95
1168726,49.95,49.95
1128712,64.0,64.0
1200755,49.95,49.95
1145569,169.0,169.0
1110664,59.0,59.0
1141967,79.0,79.0
1180785,75.99,75.99
1152662,69.99,69.99
1105475,109.0,109.0
850091,129.0,129.0
1083378,89.99,89.99
1196039,79.99,79.99
1032912,49.99,49.99
1104925,89.95,89.95
1141339,79.0,79.0
1198159,59.95,59.95
1152068,79.95,79.95
1104961,119.0,119.0
1073011,65.99,65.99
1110661,59.0,59.0
1186386,89.95,89.95
1168725,49.95,49.95
781664,79.99,79.99
1110851,59.95,59.95
962199,49.99,49.99
1094383,79.99,79.99
1125562,69.99,69.99
1174665,100.0,100.0
1110336,49.99,49.99
1128160,49.99,49.99
1152673,49.99,49.99
1128163,75.99,75.99
1104976,129.0,129.0
1089192,75.99,75.99
1160457,79.0,79.0
1197245,99.95,99.95
1124177,159.95,159.95
1200770,79.99,79.99
1155244,79.95,79.95
1199282,99.95,99.95
1148776,65.0,65.0
1135837,79.0,79.0
1146545,69.95,69.95
1116825,59.9,59.9
1144546,49.95,49.95
1104937,89.95,89.95
1124174,90.97,90.97
1200753,49.95,49.95
1128161,75.99,75.99
1142946,59.99,59.99
439194,59.95,59.95
1020596,55.99,55.99
1062225,59.99,59.99
1125556,59.99,59.99
1198356,49.99,49.99
1104899,122.5,122.5
1008856,69.95,69.95
1104930,89.95,89.95
1117215,75.99,75.99
1008857,69.95,69.95
1152663,69.99,69.99
1059610,59.99,59.99
1196038,79.99,79.99
1135831,69.0,69.0
1141965,79.0,79.0
1104926,79.95,79.95
1183329,94.0,94.0
975597,49.95,49.95
1063686,65.99,65.99
1148961,69.95,69.95
1115660,89.95,89.95
888423,59.95,59.95
1134615,99.0,99.0
1115274,70.0,70.0
1200766,79.99,79.99
1145490,49.99,49.99
1152661,59.99,59.99
1141341,79.0,79.0
1171510,79.0,79.0
1147065,69.95,69.95
1104932,89.95,89.95
1183383,94.0,94.0
1079559,135.85,135.85
1062222,59.99,59.99
1203322,49.99,49.99
1192970,49.99,49.99
1178038,79.99,79.99
1104941,89.95,89.95
1180778,49.99,49.99
1104933,89.95,89.95
1104949,79.95,79.95
1060235,79.99,79.99
1191124,79.0,79.0
1141968,79.0,79.0
1160414,79.0,79.0
1148801,69.95,69.95
1117151,89.99,89.99
1110663,59.0,59.0
1104943,89.95,89.95
1183330,84.0,84.0
1104969,119.0,119.0
1202961,39.95,39.95
1173600,110.0,110.0
1105013,99.95,99.95
1115262,50.0,50.0
1117217,79.99,79.99
787930,49.99,49.99
1009082,69.95,69.95
787735,49.99,49.99
1200588,49.95,49.95
756143,34.95,34.95
1178077,69.99,69.99
1110662,59.0,59.0
1141175,59.99,59.99
1143819,79.99,79.99
1104956,89.95,89.95
1128162,69.99,69.99
1192765,89.99,89.99
657689,52.5,52.5
1183459,125.0,125.0
1171513,79.0,79.0
691116,69.95,69.95
398343,52.5,52.5
1199076,55.99,55.99
1051340,89.95,89.95
27919,45.0,45.0
1180760,89.95,89.95
1104975,129.0,129.0
1114276,119.0,119.0
1115272,60.0,60.0
1060228,99.99,99.99
1178070,59.99,59.99
1137375,79.95,79.95
1110338,49.99,49.99
1117214,79.99,79.99
1185020,59.99,59.99
1135836,79.0,79.0
920311,69.95,69.95
1145567,109.0,109.0
1183336,89.0,89.0
1153316,69.95,69.95
997650,49.99,49.99
1180783,79.99,79.99
1202960,39.95,39.95
1104940,89.95,89.95
1105006,119.0,119.0
1125584,49.99,49.99
1178067,49.99,49.99
1104978,69.95,69.95
1177447,79.95,79.95
1148775,65.0,65.0
1155242,79.95,79.95
1063692,55.99,55.99
1135833,69.0,69.0
920313,69.95,69.95
1107317,89.95,89.95
1160711,69.95,69.95
1104999,119.0,119.0
1140957,199.0,199.0
756142,34.95,34.95
1160689,69.95,69.95
488714,99.0,99.0
1131867,60.0,60.0
1135682,59.99,59.99
1174664,100.0,100.0
1206256,79.95,79.95
1141837,139.0,139.0
1174663,100.0,100.0
1219762,39.95,39.95
1200767,59.99,59.99
1105000,119.0,119.0
1160748,89.95,89.95
1184979,59.99,59.99
997656,59.99,59.99
1159911,89.95,89.95
1185345,69.95,69.95
1010455,49.95,49.95
1104960,99.95,99.95
1116896,25.99,25.99
980654,60.0,60.0
1115284,35.0,35.0
1152085,79.99,79.99
888419,59.95,59.95
1117083,89.99,89.99
1211394,39.95,39.95
1125564,59.99,59.99
1216469,49.95,49.95
1152070,69.95,69.95
1027303,39.95,39.95
1104963,99.95,99.95
1148796,69.95,69.95
1131906,60.0,60.0
833896,45.0,45.0
1141405,29.99,29.99
27905,55.0,55.0
1145891,79.99,79.99
769236,99.0,99.0
1148971,69.95,69.95
1155086,79.95,79.95
1094384,49.99,49.99
1104972,139.0,139.0
1099705,39.99,39.99
1216508,69.95,69.95
916618,69.95,69.95
1159162,69.95,69.95
1072854,49.99,49.99
833693,49.0,49.0
1188365,49.0,49.0
1110337,49.99,49.99
1161044,59.99,59.99
1128134,89.99,89.99
787852,49.99,49.99
692058,23.99,23.99
657685,40.0,40.0
1104939,79.95,79.95
1115277,45.0,45.0
1107314,89.95,89.95
1051484,89.95,89.95
1186389,79.95,79.95
1116895,49.99,49.99
1144719,49.99,49.99
997602,59.99,59.99
1153103,59.99,59.99
1129884,79.95,79.95
1129880,79.95,79.95
1115276,50.0,50.0
1128730,299.0,299.0
1173602,100.0,100.0
1159159,69.95,69.95
931650,25.95,25.95
1106565,120.0,120.0
1128711,76.0,76.0
1206241,59.0,59.0
1135829,84.0,84.0
938921,69.95,69.95
1117192,79.99,79.99
1134621,99.0,99.0
1178033,89.99,89.99
1171512,79.0,79.0
1192136,69.99,69.99
1156474,69.95,69.95
1183365,79.99,79.99
1099706,39.99,39.99
1115267,50.0,50.0
759256,149.0,149.0
1104992,119.0,119.0
953924,49.99,49.99
1191219,169.0,169.0
1148804,69.95,69.95
1134622,99.0,99.0
1166499,69.95,69.95
1144722,59.99,59.99
1178032,89.99,89.99
1134616,99.0,99.0
997659,59.99,59.99
553840,49.95,49.95
1186388,89.95,89.95
1191136,69.99,69.99
1104955,79.95,79.95
1192767,69.99,69.99
1192768,89.99,89.99
728163,69.95,69.95
997674,55.99,55.99
1146533,54.95,54.95
1183335,89.0,89.0
1186387,89.95,89.95
68128,40.0,40.0
1169698,29.99,29.99
1148809,69.95,69.95
1010450,49.95,49.95
1192944,79.99,79.99
1192769,99.99,99.99
1197331,69.95,69.95
1115275,40.0,40.0
1174116,79.99,79.99
1120930,69.99,69.99
1150270,70.0,70.0
657686,45.0,45.0
1199097,79.99,79.99
1117159,89.99,89.99
985181,59.0,59.0
1117106,79.99,79.99
1083376,79.99,79.99
1129882,79.95,79.95
1173598,110.0,110.0
1196020,89.99,89.99
1148806,69.95,69.95
1183458,125.0,125.0
1216471,69.95,69.95
1158684,99.99,99.99
1174046,69.95,69.95
1135830,94.0,94.0
1048363,79.99,79.99
972035,79.99,79.99
1180786,75.99,75.99
1038663,79.99,79.99
1195692,69.99,69.99
1183084,29.99,29.99
1090912,59.99,59.99
1032907,69.99,69.99
1191465,79.0,79.0
1206375,79.99,79.99
1180764,59.99,59.99
995115,69.95,69.95
1185346,69.95,69.95
972127,79.99,79.99
1206215,59.0,59.0
1117110,75.99,75.99
1115659,89.95,89.95
1153364,79.0,79.0
1178074,69.99,69.99
759260,139.0,139.0
1135834,69.0,69.0
1107706,89.95,89.95
1216481,69.95,69.95
1215822,89.0,89.0
1198114,59.99,59.99
1189454,89.95,89.95
1178035,79.99,79.99
1048365,79.99,79.99
1104900,175.0,175.0
1104927,89.95,89.95
1178071,59.99,59.99
1104953,69.95,69.95
1185011,79.99,79.99
1187200,39.95,39.95
1168130,110.0,110.0
1143816,69.99,69.99
816156,54.5,54.5
1128709,71.0,71.0
1169699,29.99,29.99
1131739,45.0,45.0
976496,99.0,99.0
1115658,89.95,89.95
1183085,29.99,29.99
1145487,49.99,49.99
1104970,119.0,119.0
739797,179.0,179.0
1153318,69.95,69.95
1103841,69.95,69.95
1104910,115.0,115.0
948878,49.95,49.95
948879,49.95,49.95
1111581,75.0,75.0
989783,49.95,49.95
948880,49.95,49.95
1075725,69.95,69.95
1148081,89.0,89.0
850056,69.95,69.95
488724,69.0,69.0
1111587,75.0,75.0
488725,69.0,69.0
1077722,99.95,99.95
1029624,65.0,65.0
586761,54.99,54.99
1061782,49.99,49.99
1077723,69.95,69.95
1111580,74.99,74.99
1006837,109.99,109.99
989782,49.95,49.95
1104764,45.0,45.0
1165531,75.0,75.0
1111586,74.99,74.99
881517,59.95,59.95
1111584,74.99,74.99
581286,49.95,49.95
1151982,49.99,49.99
1156505,179.0,179.0
1135643,50.0,50.0
1086156,69.95,69.95
1006807,109.99,109.99
1156926,74.99,74.99
759410,29.95,29.95
1102134,69.95,69.95
1147796,69.95,69.95
510501,49.95,49.95
482853,69.95,69.95
482855,69.95,69.95
1102122,79.95,79.95
1151979,49.99,49.99
359670,49.99,49.99
1111582,75.0,75.0
537284,35.0,35.0
1143586,89.95,89.95
949443,49.95,49.95
777542,29.95,29.95
989786,49.95,49.95
911021,29.99,29.99
1131883,50.0,50.0
571979,79.95,79.95
1102121,79.95,79.95
1061783,19.99,19.99
1046467,69.95,69.95
695460,49.99,49.99
1138297,69.95,69.95
1061781,19.99,19.99
1102116,69.95,69.95
365783,35.0,35.0
1111585,74.99,74.99
881519,59.95,59.95
1115144,199.0,199.0
903576,50.0,50.0
1119399,47.2,47.2
1103524,69.95,69.95
1140387,35.0,35.0
1173094,59.99,59.99
1174631,59.95,59.95
1006801,129.99,129.99
1109553,29.99,29.99
1174633,59.95,59.95
684308,69.95,69.95
1102126,69.95,69.95
1165530,75.0,75.0
449286,39.95,39.95
1162862,69.0,69.0
1088107,40.0,40.0
1095921,99.0,99.0
1102117,69.95,69.95
1170364,19.95,19.95
1102125,69.95,69.95
482856,69.95,69.95
1145110,59.95,59.95
1151981,49.99,49.99
676609,59.99,59.99
1029637,50.0,50.0
1103513,79.95,79.95
1138296,69.95,69.95
1135644,50.0,50.0
903580,60.0,60.0
1159457,69.0,69.0
1149651,59.95,59.95
1067908,59.95,59.95
1143146,69.99,69.99
763480,39.95,39.95
1004092,79.95,79.95
1161802,45.0,45.0
1161897,45.0,45.0
759363,29.95,29.95
1075742,79.95,79.95
1160707,69.95,69.95
581292,49.95,49.95
701333,49.0,49.0
1101531,49.0,-1.0
1173731,14.99,14.99
1064535,19.99,19.99
1155079,59.95,59.95
1146962,79.0,79.0
930336,49.0,49.0
881520,59.95,59.95
684306,69.95,69.95
1088106,40.0,40.0
1061917,19.99,19.99
992710,35.0,35.0
1124217,40.0,40.0
693251,39.95,39.95
1102988,89.95,89.95
1145119,59.95,59.95
1103406,69.95,69.95
777544,29.95,29.95
1174827,49.99,49.99
893188,39.95,39.95
1083097,60.0,60.0
1103407,69.95,69.95
1105423,99.95,99.95
1029636,50.0,50.0
1145116,59.95,59.95
1103405,69.95,69.95
826930,40.0,40.0
1162442,50.0,50.0
1102124,59.95,59.95
1006806,109.99,109.99
1173996,59.95,59.95
1109664,24.99,24.99
363465,79.95,79.95
1174459,80.0,80.0
1100428,35.0,35.0
523372,54.99,54.99
1095918,99.0,99.0
1102067,69.95,69.95
1109552,29.99,29.99
834520,50.0,50.0
581290,49.95,49.95
440717,79.95,79.95
1102133,69.95,69.95
1160710,69.95,69.95
1161803,50.0,50.0
1170362,19.95,19.95
1173085,59.99,59.99
1136576,34.99,34.99
1155974,49.95,49.95
781854,54.99,54.99
1091194,65.0,65.0
453336,49.99,49.99
204789,49.99,49.99
523374,54.99,54.99
992763,50.0,50.0
816249,50.0,50.0
488723,69.0,69.0
1199009,89.95,89.95
1108354,49.0,49.0
1109662,24.99,24.99
1110408,99.0,99.0
1103961,59.0,59.0
434483,44.99,44.99
1143153,69.99,69.99
1128005,54.95,54.95
1102123,59.95,59.95
363466,79.95,79.95
1145317,60.0,60.0
1143151,69.99,69.99
1101403,49.95,49.95
1154829,59.99,59.99
992748,45.0,45.0
1124220,40.0,40.0
1109549,29.99,29.99
684694,49.99,49.99
1173995,59.95,59.95
759409,29.95,29.95
849588,100.0,100.0
1102047,69.95,69.95
1081948,80.0,80.0
547816,14.99,14.99
1138283,59.95,59.95
1170363,19.95,19.95
1143154,69.99,69.99
449288,39.95,39.95
1145112,59.95,59.95
1009354,100.0,100.0
1173730,14.99,14.99
704237,34.95,34.95
1174630,59.95,59.95
1166429,60.0,60.0
569836,49.95,49.95
1014667,50.0,50.0
1094759,60.0,60.0
1101050,49.95,49.95
1158305,39.95,39.95
1151980,49.99,49.99
578999,59.95,59.95
1127451,119.0,119.0
1163297,109.0,109.0
1110772,69.0,69.0
1145107,59.95,59.95
753348,64.95,64.95
1143143,69.99,69.99
1102131,59.95,59.95
1110843,49.95,49.95
1143148,69.99,69.99
777543,29.95,29.95
1061918,19.99,19.99
1033906,49.95,49.95
1174826,49.99,49.99
1115261,29.99,29.99
1128139,59.99,59.99
1145117,59.95,59.95
1075751,79.95,79.95
829899,19.95,19.95
1102130,59.95,59.95
895066,50.0,50.0
1145315,60.0,60.0
835062,49.95,49.95
1136950,27.0,27.0
1170361,29.95,29.95
1177865,49.95,49.95
1161896,45.0,45.0
1145332,45.0,45.0
591074,45.0,45.0
726520,60.0,60.0
1035873,39.99,39.99
1054868,39.95,39.95
1101076,59.95,59.95
835060,49.95,49.95
1102139,59.95,59.95
1111583,74.99,-1.0
1110845,49.95,49.95
1115256,39.99,39.99
1076940,119.0,119.0
1087482,49.95,49.95
1155968,49.95,49.95
1103450,69.95,69.95
1067909,59.95,59.95
1137260,80.0,80.0
1161816,50.0,50.0
521706,44.95,44.95
852471,49.99,49.99
1066445,39.95,39.95
1103514,79.95,79.95
1159456,69.0,69.0
1147454,140.0,140.0
1149657,59.95,59.95
1103449,69.95,69.95
1029632,70.0,70.0
1156923,59.95,59.95
1115259,29.99,29.99
1124218,40.0,40.0
1159902,38.97,38.97
1138334,69.0,69.0
1067836,42.24,42.24
982523,40.0,40.0
852472,49.99,49.99
1102146,69.95,69.95
974001,29.0,-1.0
1103520,59.95,59.95
1110775,69.0,69.0
1143147,69.99,69.99
1102129,59.95,59.95
826742,40.0,40.0
1104820,55.0,55.0
143681,99.95,99.95
569130,19.99,19.99
1134210,129.0,129.0
383883,20.0,20.0
383884,20.0,20.0
569131,19.99,19.99
143680,79.95,79.95
820087,99.95,99.95
348567,79.95,79.95
205388,99.95,99.95
1104826,60.0,60.0
1030629,100.0,100.0
1100047,94.95,94.95
1137016,60.0,60.0
1110419,159.0,159.0
966818,60.0,60.0
731715,25.0,25.0
804513,29.99,29.99
1145497,89.95,89.95
569132,19.99,19.99
383885,20.0,20.0
891989,59.95,59.95
1121735,287.2,287.2
581796,699.0,699.0
982969,219.95,219.95
1132817,219.95,219.95
688765,359.2,359.2
1148379,159.95,159.95
911911,650.0,650.0
1089043,249.0,249.0
898873,99.99,99.99
1005901,159.0,159.0
1142033,219.95,219.95
1063528,149.95,149.95
1034311,380.0,380.0
1035575,74.97,74.97
1172856,149.95,149.95
468712,154.0,154.0
1164280,129.0,129.0
1183951,219.95,219.95
1105624,110.0,110.0
911913,699.0,699.0
1132538,60.0,60.0
1072371,83.97,83.97
750675,99.99,99.99
1126325,89.97,89.97
1089792,109.99,109.99
1119630,249.0,249.0
834379,500.0,500.0
